category	repo	stars	note
tooling	Zenithatic/RojoProject	1	A roblox project ported with rojo
tooling	zentred/roblox-auto-upload-clothes	1	uploads assets + configures them to put them onsale with a set price.
tooling	Zyrakia/rbxts-chain	1	Generic chain of command / middleware thingy implementation for roblox-ts.
tooling	Zyrakia/rbxts-command	1	Very simple command/argument management system.
tooling	Zyrakia/rbxts-conf	1	Instance based configuration management.
tooling	Zyrakia/rbxts-tic-tac-toe	1	Modular tic-tac-toe without dependencies, because why not.
tooling	haidenmichel/TeleportGame	0	Teleport Game is a open-source teleporting system made by Piggy's Builds.
ui	GhostDuckyy/UI-Libraries	218	Roblox Ui Libraries
ui	littensy/charmed-icons	190	💝 Charming icon theme for Roblox projects on MacOS
ui	boatbeaker/GlassmorphicUI	172	Glassmorphic UI in Roblox
ui	tersiswilvin/Roblox-Legacy-Old-Theme	66	Repository for the Roblox Legacy Old Theme.
ui	Nebula-Softworks/Luna-Interface-Suite	60	The Sexiest UI Suite For Roblox.
ui	deeeity/mercury-lib	53	Official repository of MercuryLib
ui	ActualMasterOogway/Fluent-Renewed	38	An edited version of Fluent, a Roblox UI Library. This fixes various Bugs that were in the original Version and also gets updated frequently with new features.
ui	AZYsGithub/DrRay-UI-Library	34	UI library for Roblox, simplified and modern.
ui	emotionbullvoyage/dtkzgdgy	29	Velvet - Premium dark UI library for Roblox. Glassmorphism. PC + Mobile.
ui	littensy/rbxts-react-example	29	⚛️ Example project for React in Roblox TypeScript
ui	vocksel/rbxtheme	26	Use your favorite VSCode themes in Roblox Studio
ui	tsukinousako/robsblocks	20	silly little themes for roblox!
ui	dehoisted/Chat-Spy	19	Roblox chat spy script to view all private messages
ui	Laumania/RobloxPlayerNotifier	19	Get a notification when your favorite Roblox player is online and playing
ui	Pollywrath/Industrialist-Production-Calculator	19	An interactive, flowchart-based calculator and factory solver for the Roblox game Industrialist. This tool helps players design layouts, calculate production...
ui	noahcoolboy/roblox-funcaptcha	18	roblox-funcaptcha is a library designed to interface with roblox's funcaptchas.
ui	JartanFTW/Trade-Notifier	17	A trade notifier for Roblox. Sends a Discord webhook whenever you complete/receive/send a trade.
ui	TheEpicFace007/roblox-bible-bot	16	A Roblox chat bot that makes Roblox a more peaceful and holy place.
ui	Footagesus/Icons	14	Icons that were published in Roblox
ui	Usering/Core-Scripts	14	All of ROBLOX's Core Scripts. These control in-game UI among other things.
ui	Oqarshi/RoLocate	13	A premium, lightweight (≈1MB) Roblox userscript that adds features like server region filters, best connection, custom backgrounds (themes), and more, plus m...
ui	AlexR32/Bracket	12	User Interface Library For Roblox
ui	Jumpathy/BetterChatV3	12	Better Chat V3 Roblox
ui	littensy/rbxts-react-ts	12	React for Roblox-TS
ui	depthso/Roblox-ImGUI	11	This is a repo of the original Roblox-ImGUI to prevent scripts breaking. Please use ReGui instead
ui	gtoriadotnet/GraphictoriaWeb	11	Legacy VirtuBrick website.
ui	Iucious/gamesense-ui	11	ROBLOX GameSense UI Library. Not Made by Me.
ui	64kun/V3rmillion-Archive-Explorer	10	Parser and full-text search engine for the public v3rmillion archive.
ui	ChipioIndustries/Roact-Tutorial	10	This repository holds all of the examples used in the Roact tutorial by Roblox Developer Academy.
ui	juywvm/ui-libs	10	Backups for Roblox ui libs
ui	pomjects/RoChat	10	RoChat is a third-party chat app intended for usage on Roblox games.
ui	cursed-blip/madara.wtf	8	A modern Roblox UI library forked from Pepsi-Lib.
ui	EgoMoose/rich-text-helper	8	A Luau package for interpreting and modifying rich text in Roblox
ui	frappedevs/lucideblox	8	Open source, community port of Lucide Icons for Roblox, ready for production use
ui	Ic0u/rbim-lib	8	A Roblox UI Engine by Singularity inspried by Dear ImGui
ui	jackssrt/robloxnotif	8	A roblox friend notifier made in python.
ui	Singularity5490/rbimgui-2	8	roblox user interface engine
ui	7kayoh/feather-roblox	7	Feather icons for Roblox
ui	EgoMooseOldProjects/StudioSync	7	Allows for usage of outside text editors in Roblox studio
ui	Fireboltofdeath/rbx-websocket-proxy	7	A WebSocket proxy made to be used and interfaced in Roblox.
ui	liam0999/Drawing2	7	A fixed and cleaner version of a Roblox-GUI wrapper which mimics the standard Drawing library
ui	Nebula-Softworks/Nebula-Icon-Library	7	Originally For Starlight Only, Nebula Icon Library Is The Ultimate Icon Suite For Roblox UIs, With Over 4000+ Icons In Different Styles To Choose From To Use
ui	NightLapse-Studios/Pumpkin	7	A neat, pragmatic UI builder library for Roblox that wraps Roact.
ui	panduh16/juju	7	Juju ported to work as a library, featuring much more than just the UI segment.
ui	ryanlua/roblox-studio-vscode-theme	7	Roblox Studio light and dark themes for VS Code
ui	Zukxi/Electron-UI	7	A open source roblox lua editor made in electron and tailwindcss.
ui	alvin677/KingsUI	6	A Roblox UI Library with a couple of features.
ui	Calastrophe/RBLX-Clothing-Downloader-Extension	6	An extension that with a click of a button downloads the image template of a specific item on ROBLOX.
ui	idkncc/better-react-components	6	Better Roblox's ReactLua components
ui	lettuce-magician/Min	6	Minimal and simple Reactive UI Library for Roblox.
ui	logixism/bloxchat	6	An external chat client for ROBLOX
ui	lxte/Modal	6	roblox ui library
ui	RatInChat/Ultimate-Browser-GUI	6	A browser GUI for all those poor people in school who can't get to roblox.com
ui	SixZensED/Discord-Library	6	UI Library Roblox & Free to Use.
ui	slender1112232/ERLC-Auto-Rob-Tool-UI	6	An automatic robbery tool made in C# for the roblox game Emergency Response: Liberty County.
ui	snipcola/KrampUI	6	Custom UI for Ro-Exec.
ui	Supermrk/Fusion-API	6	A script that takes in and processes data from the Roblox game Football Fusion.
ui	7kayoh/RobloxStudioIcons	5	Beautifully made icons for Roblox Studio
ui	charleskimbac/roblox-vscode-icons	5	Change eligible VSCode file and folder icons to match the ones on Roblox Studio!
ui	Collafranca/Purchase-Faker	5	A simple GUI that tricks Roblox games into thinking that you bought a DevProducts.
ui	Haru3S/Badges-and-Buttons	5	Badges that can be used for GitHub and the Roblox Developer Forum
ui	TrustsenseDev/Pepsi-Documentation	5	Comprehensive guide for Pepsi's Roblox UI library. Covers installation, UI elements, and utility functions. Create sleek interfaces with ease. Code examples ...
ui	Anaminus/rt	4	GUI library for Roblox.
ui	axellse/Roblox-Context-Menu	4	A quick and simple context menu using winforms and c#
ui	azelised/kiwicursor	4	KiwiCursor is a heavily customizable mouse that also has a lot of useful features, it also contains features not added to the current mouse such as better bi...
ui	CAZ-H/roblox-copy-ids	4	Right click context menu on roblox.com for quickly copying asset and user IDs
ui	discoart/FluentPlus	4	A modified fluent ui library for Roblox
ui	frostilism/RobloxStudio-Icon-Refresher	4	Thank you for checking out my solo texture pack. This is a all in one, you dont have to do anything after the steps below are done.
ui	Jimqr/Grow-a-Garden-Stock-Notifier-	4	Grow A Garden Stocks Tracker with Notifications
ui	Nieznany237/Roblox-Friends-Followers-Followings-Tracker	4	This repository contains a Python script that monitors changes in your Roblox account's friends, followers, and followings. It sends notifications via Discor...
ui	ro0ti/Roblox-Scripting-UI	4	A collection of UI kits built around programmatically creating scripts on roblox.
ui	RyloRiz/rblx-name-color	4	Get Roblox chat name colors for any username
ui	scotdotwtf/Luna	4	Your new UI library for roblox.
ui	Scripped/Roblox-Inventory-Shopper	4	Displays what a user is currently wearing, as well as the urls of these items.
ui	Shadercloud/RoactRadial	4	This is a Roblox Roact component that creates a radial menu
ui	synpixel/rbx-faker	4	A library that generates Roblox data such as group icons and display names, inspired by faker-js.
ui	Xelvanta/roblox-custom-cursor	4	Roblox Custom Cursor is a lightweight Windows application that makes it easy to customize your Roblox cursors with custom PNGs.
ui	y7ya-com/zustand	4	Zustand port for roblox-ts & react-ts.
ui	0zBug/CoreUI	3	A UI Library for the Roblox CoreGui
ui	bjlarouche/storyblox	3	UI component explorer for roblox-ts developers
ui	chris12902/Rarest-Roblox-Badge-Detector	3	This Python program uses the Badges Inventory API to return an user's top 10 rarest badges. The number of badges returned can be modified.
ui	Dialga156b/Summit_UI-Library	3	A GUI library for menus on roblox.
ui	Fatboychummy-CC/SimplifyUI	3	Roblox and Core-styled user interface system in CC!
ui	fewkz/fuel	3	Simple, extensible, powerful UI library for Roblox. Not yet finished!
ui	FluffyStreusel/robloxChatDocs	3	A small documentation of ROBLOX's chat system.
ui	HyggshiOSDeveloper/Hyggshi-OS-Engine	3	Hyggshi OS Engine is a Roblox Studio platform designed to create games that emulate entire operating systems. It provides modules and tools for developers to...
ui	idonthaveoneatm/darius	3	User Interface for Roblox
ui	imacodr/rss	3	UI styling on Roblox made easier
ui	LuxxeOfficial/OpenSky-Server	3	Server backend for OpenSky - a ROBLOX live text chat translator.
ui	OPENCUPisCool/CoolUI	3	This is just a roblox game GUI
ui	panduh16/ui	3	Cool Roblox UI projects I did in the past. All have a working RBXM file so you can modify it yourself if you please, and port it to LUA.
ui	PlutonusDev/MercuryUI	3	A juicy UI library for Roblox.
ui	Pygot/Pinky	3	Tracks & Validates Roblox Username in Youtube Chat
ui	red-blox/Eye	3	A declarative interface library for Roblox.
ui	Tamasina07/SKEUOROBLOX	3	A (discontinued) skeuomorphic theme for Roblox.
ui	ukrblx/UK-s-Group-Finder	3	UK's Group Finder is a powerful Python script designed to efficiently discover active and unowned Roblox groups. Leveraging asynchronous requests and threadi...
ui	vladmarica/roblox-vscode-icon-theme	3	A VSCode icon theme using Roblox Studio icons
ui	Zytronium/starscape_text_adventure	3	Starscape: Text Adventure Edition, a fan-made text adventure game based on the Roblox game, Starscape.
ui	53845052/roblox-uis	2	Roblox UI Libraries made by me
ui	aeronauticafan4242/aeronauticauilib	2	epic ui lib for roblox aeronautica yay . based on mercury UI lib btw!~!!~
ui	AmaranthineCodices/rbx-rtf-label	2	A RTF label for Roblox, using Roact.
ui	amprocode/Roblox-Hidden-User-Gen	2	Generates random roblox usernames containing a capital i and a lowercase L. It will then check with roblox api to make sure that the username is not already ...
ui	Anaminus/rbxloader.lua	2	[ARCHIVED] Downloads ROBLOX builds using a command-line interface.
ui	aportner/minesweeper	2	Minesweeper for Roblox written in Roact/Rodux
ui	asbarron/roblox-sms-notifier	2	Simple Python app that sends an SMS notification when a Roblox user comes online
ui	bainchild/isu	2	a minimal, lightweight library for building reactive user interfaces in the Roblox engine.
ui	bolev98/Roblox-Debloat-Extension	2	This CHROMIUM extension will debloat your roblox web site from unnecessary ui and revert "Communities" back to "Groups" and "Connections" back to "Friends"
ui	broeneatsdinner/grow-a-garden-websocket	2	Real-time WebSocket listener for Grow a Garden on Roblox (Mac support, notifications)
ui	CasparLmao/Ui-Libs	2	Roblox Ui Librarys For Your Scripts
ui	chteau/Fragment	2	A simple module to manage Roblox's UI components inspired by React.
ui	dangerouslyconfident/py-rng	2	A text-based fangame of Sol's RNG made entirely in Python.
ui	devmarissa/RoLogger	2	Cross-OS ROBLOX shell chat stream deployed via Python 3.7.4
ui	dim-ghub/RobloxChats	2	A desktop chat client for Roblox with real-time messaging, desktop notifications, and a native Qt UI.
ui	essarrgee/RobloxDeeplink_BrowserExtension	2	Browser extension that creates a context menu option to play a Roblox game directly by right clicking a link or a highlighted game id.
ui	Exunys/Emoji-Chat	2	ROBLOX universal chat extension for emojis
ui	Finchasaurus/UIBlox	2	A copy of Roblox's Internal component and design library intended for roblox studio.
ui	FluffyStreusel/ROBLOXChatSystem	2	ROBLOX Chat System documentation for those interested.
ui	hnwiie/AequorUI	2	for contact discord @onyfan
ui	HyggshiOSDeveloper/Hyggshi-OS-project-center	2	Center for management and development of projects related to Hyggshi OS.
ui	incetents/DebuGui	2	Gui used for Debugging in Roblox
ui	Kadan6407/Sure-Library	2	A Test Roblox Gui Library
ui	Khai-08/Dynamic-Embed-Bot	2	A Discord bot that dynamically updates embeds with the dominant color of a Roblox game icon. The bot fetches the latest game thumbnail, extracts the dominant...
ui	LastTalon/react-roblox-workshop	2	A set of workshops for learning React
ui	Lucarkirb/ReInvent	2	A re-make of the Roblox backpack UI
ui	m9ssah/UGC-pipeline	2	Auto-generate custom 3D Roblox accessories from text prompts
ui	mariuslohoho/Roblox-Oaklands-API-Wrapper	2	[WIP] A ui wrapper for the official Roblox Oaklands API
ui	MemoryPenguin/RbxIngot	2	A GUI toolkit for ROBLOX
ui	MRCREEPRO11/Robloxify	2	Robloxify is a custom CSS userstyle designed to enhance and refine the Roblox website's appearance. It offers a cleaner, more modern interface by improving l...
ui	murmanox/bloxorz-roblox	2	remake of bloxorz in roblox using roblox-ts, roact and rodux.
ui	muzscripter/ui-librarys	2	yep ui librarys for roblox scripting
ui	oclunny/sober-roblox-fonts	2	Replace Roblox fonts in Sober with custom fonts using an asset overlay.
ui	Phelpzio/robloxhelp	2	An attempted recreation of the help menu which was hosted on the Roblox website before the 2011 menu change. This repository so far only covers 2006M-2007E
ui	RRainmaker/RichText	2	Rich Text for Roblox Text (Like multiple colors)
ui	RsMan-Dev/rbxts-solid	2	A library for creating reactive UI components in Roblox like SolidJS
ui	s-kyli/roblox-dashboard	2	Roblox friends visualizer using React force graph 3d
ui	Senko3141/dialogue-system-remake	2	Dialogue System on ROBLOX. This is a remake of the one I made for "Enchanted."
ui	Shedletsky/roblox-social-link	2	Adds a first-class “Roblox” service to the Social Icons block in WordPress
ui	ssimonp/FuzzySearch-Roblox	2	A lightweight fuzzy search module for Roblox, inspired by the popular JavaScript library Fuse.js. Lets you search through arrays of strings or objects even i...
ui	StarryBoats/Obby-Tool-V1	2	🧱 Roblox Obby GUI Tool – Save checkpoints, teleport to end, and enhance obby gameplay with a stylish toggleable GUI. Mobile-friendly & branded “Made by Ryv3x”.
ui	stratxgy/PepsiUI	2	Pepsi UI Library for roblox / With documentation !!
ui	stratxgy/Roblox-Chams-Highlight	2	basic script that you can change outline aka chams ( using highlight function ) aswell as fill color of. no gui.
ui	Synarcy/SaberShowdown	2	Roblox GUI for saber showdown
ui	syntune/projectultibad	2	ProjectUltibad is a GUI designed for the game Project Ultima on Roblox.
ui	TeamLunarDev/otto	2	Simple & customizable UI library for Roblox.
ui	ThatOneUnoriginal/Catppuccin-Roblox	2	A custom Roblox theme following the Catppuccin pastel theme design.
ui	tijnepema/lucide-roblox	2	A simple library for easy access to the entire Lucide Icons set.
ui	tinhatstudios/roland	2	A tool that lets you use an external text editor (VS Code, Sublime, etc.) with Roblox
ui	ultimatechadguy/robloxchatfilters	2	Adds chat filters to your Roblox game.
ui	Validark/RavenChat	2	Custom Chat Module built for Roblox
ui	visions4k/automated-purchase	2	Discord bot that automated roblox purchases using the inventory api - for clothing purchases
ui	warpusTOM/TomiHub	2	Roblox Luau utility lab by Tomi, polished with clean docs, safety guidelines, and a public project page.
ui	wast3r1/RobloxImageFix	2	Roblox CDN Image Fix — DNS Configuration Tool with Glass UI
ui	8one4/uis	1	clean UI libraries for Roblox that are public/leaked.
ui	acidiccatnip/cathook-ui	1	cathook - ui for some roblox externals. (˶>⩊<˶)
ui	adam-hurd12/Charlies-Chicken	1	Singleplayer 3D psychological horror game developed independently on Roblox using Luau scripting. Features custom player controls, interactive objects, and i...
ui	afrxo/fusion-component	1	Class-based components for Fusion
ui	alex63-b/etoh_tower_menu	1	This is a menu for managing towers from the game Eternal Towers of Hell, from Roblox
ui	alwye/roblox-new-player-notifier	1	Get notifications when a new player joins your game
ui	AmaranthineCodices/hex-menu	1	Hexagonal menu in Roblox.
ui	AmaranthineCodices/rbx-ui	1	Some UI components made in Roact.
ui	aMathyzin/RoBooster	1	Otimizador (Versão 1.0, Alpha) do otimizador RoBooster. (Versão sem interface). Um otimizador feito para roblox em integração com o BloxStrap.
ui	ArtChivegroup/BloxHubUILibs	1	A lightweight single-file GUI library for Roblox. Responsive, customizable, and built around native UI components.
ui	Arxk-Cloud/experience-notifications	1	Send Roblox experience notifications in a queue (can delay notifications for days/weeks)
ui	AxisAngles/RobloxGui	1	A collection of modules which extend or improve Roblox's Gui code
ui	Baldywaldy09/Roblox2016ThemeScript	1	Changes the current roblox 2024 UI to be a 1:1 copy of roblox 2016 UI
ui	bartek1009x/ServerInventory	1	A minimal and simple server inventory system for Roblox
ui	bennett-nguyen/Roblox-Studio-Editor-Theme	1	A compilation of themes for Roblox Studio's editor.
ui	BillyBlox/Script_mac_1	1	tell application "System Events" set texttosay to " " display dialog "Text to type:" default answer " " set texttosay to the text returned of the result repe...
ui	BloodLetters/Ash-Libs	1	Simple Roblox Modern GUI
ui	BloodLetters/Mono-UI	1	Beautiful dark mono ui looks
ui	boatbeaker/text-glyph-bounds-demo	1	A hacky demo showing a method to get individual text glyph bounds in Roblox
ui	BonjourMadam/roblox-backpack-universal-saving-script	1	This is the universal backpack saving script I did for a commision. Its the most common one, but it still runs well and if I get a request from a customer, I...
ui	Byfron-AntiCheater/ByfronAltControl	1	Byfron’s Alt Control is a Roblox Lua script that helps users manage several alternate accounts using easy chat commands. It’s intended for Roblox, offering c...
ui	CarMaster17/Gui	1	Roblox Admin gui project
ui	Carunogpt/Teleport-to-player-roblox	1	Teleport to player gui roblox
ui	CAZ-H/ReBlox	1	[Broken] Replace pages on the Roblox website with React alternatives
ui	cedrugs/growagarden-honey-crafting-tracker	1	A web application to help players track their plant cycles and honey production in the game Grow a Garden
ui	cens6r/orion.py	1	roblox orion ui lib, but python
ui	ChipsMaker/Roblox-Chat-In-Windows	1	Roblox chat on top of all windows. Read more in the README.
ui	ciberfantasma/ciberfantasma	1	🛠 Owner @ Fernet.lol FiveM · C++ · ImGui · External development Building tools, overlays, and utilities for FiveM, Rust and Roblox. Focus on performance, cle...
ui	claylittlehorse/roblox-project-template	1	roact/rodux roblox project template
ui	collynme/dialogue-system-open-source	1	simple dialog system for roblox
ui	CookiesAndCreamDotCC/disbotainer	1	🦭 Docker/Podman container for DisBot
ui	Craxelgaming2100/Studio-Icon-Pack	1	The icon pack for Roblox Studio that I use. Also a fork of stravant's classic Roblox icons, credit to him.
ui	CrypticKingJoe/Discord-chat-hook-Roblox	1	Logs chat using discord webhooks
ui	Crystalflxme/ChatPlus	1	For your chat modification and formatting needs!
ui	cvipdebug/The-Mimic	1	This is a gui for the mimic for roblox
ui	Dalu1234/English-Summative-Roblox-Game	1	For my end of year English project we were tasked with the job to create a representation connecting the themes and ideas of at least three of the books we r...
ui	DarkLibrayTeamRo/DarkLibray-Official	1	DarkLibray is a Ui library For Roblox Where you can make Your gui and add script we will soon make more interesting thanks
ui	DatBogie/PylessDetective	1	A gui/terminal application that sorts through the File for you. You find the clues, it lists the suspect(s). (For the Roblox Game: Armless Detective)
ui	Daxyzeus/css-to-luau	1	A strictly-typechecked, lightweight CSS to Luau compiler for Roblox UI development.
ui	DaylightDragon/RobloxAutoChat	1	Automated chat messages in Roblox. Specify the message and automatically send it repeatedly with a delay. Early beta, ASCII only, delay can't be changed and ...
ui	deadhoes/EyeUI	1	a slick and modern roblox ui library
ui	deeeity/roblox-github-ui	1	A copy of GitHub's design ported to a ROBLOX UI library.
ui	DeveloperColton/RbxThemeparkAPI	1	A simple API that gets wait times and information based on the themeparks that you choose on ROBLOX game servers.
ui	devmotheg/roblox-mockup	1	My 1st frontend project
ui	devsarim/chat-gamepass-accessory	1	Easily make accessories that can be worn by typing a chat command and owning it's associated gamepass!
ui	dgolaus/gfxs0da	1	Roblox thumbnail design portfolio for @gfxs0da
ui	dmytrochygarov/RobloxAdvancedGui	1	I created custom minimap, healthbar and inventory sorter for a game that i played called "Roblox"
ui	EgorHivrich/RobloxChatTranslator	1	This program can translate russian language in chat to english by pressing CTRL + C.
ui	eves26phylum/DeadlineUIRecreation	1	Recreating Deadline's UI in ROBLOX React + roblox-ts
ui	f01o-top/NyphorLib	1	Roblox Nyphor UI Library
ui	Firebladedoge229/Mintstrap	1	Mint theme for Roblox using Bloxstrap
ui	flamingboy44/Roblox-UI-Libs2	1	i will try to update this as much as i can.
ui	gabeluci/roblox-friend-notifier	1	Roblox Friend Notifier: Get email notifications when your friends are online
ui	Gamerdude7820/Updated-Roblox-VSC-Icons	1	A modded version of the Roblox Studio Icon Theme VS Code which adds icons for Typescript and also fixes some folder definitions to work better with roblox-ts...
ui	Geekeh/Phone-Notification-For-Roblox	1	A module that makes it really easy to send notis to your phone or any device using push over
ui	GOJOSTRONG/CpE-314-Project	1	A CpE314 Software Design project showcasing a Roblox-inspired system for trading virtual pets and items. Features include secure trading, bidding, chat, and ...
ui	grand-hawk/ui-components	1	Roblox-TS UI component library
ui	GrimReaper69/Synergia	1	Synergia is a powerful Lua library designed to simplify the creation of user interfaces (UIs) for Roblox games. It provides a range of functions and classes ...
ui	grosstofu9487s/Roblox-FoundItemGuiSystem	1	A Gui system which will show the item's name and the pic of the object you found.
ui	h-harder/CommunicationRBLX	1	Custom Roblox chat system.
ui	hayden-droid/TopbarPlus	1	A Roblox-TS port of ForeverHD's Topbar+ module.
ui	Heliodex/rml	1	Tag-based markup and indentation-based styling languages for Roblox instance UI
ui	Henry887/Roblox-GUI-Loading-Idea	1	I just played around a little bit and ended up making this, feel free to use it however u like :)
ui	HiMyNamesSeb/roblox-rouge-like-game	1	This very crude and unfinished project introduced me to how OOP couldve helped so much. It also introduced me to simple GUI aspects and how to communicate be...
ui	hoanglonggg79/RobloxVersionDownloader	1	A comprehensive tool to download and install Roblox Player directly from the official CDN — supporting custom version selection, smart caching, and an intuit...
ui	HotDog640/roblox-role-dropdown	1	A simple role picker dropdown menu for changing roles easier on Roblox.
ui	howmanysmall/RavenChat	1	Custom Chat Module built for Roblox
ui	iamEvanYT/ro-owl	1	A remade version of Roblox Website, with a more modern and sleek design.
ui	illanagornij95-del/img-to-text-roblox	1	Made for my roblox game. You can load any pictures to my game
ui	ImmuneLion318/Roblox-Module	1	A C# Roblox Interface I Was Writing For Fun And No Other Reason, If You Wish To Improve And Add More Functions Just Make A Pull Request With Changes. ~ Immune
ui	imthosea/MC-RobloxSafechat	1	Adds Roblox's Safechat from 2007-2014 into Minecraft's chat menu!
ui	IrfanisMalay/CSLUAE	1	Client-side LUA editor roblox gui
ui	irlng/FileExplorerLibrary	1	Ui Library that copies File Explorer on Roblox
ui	itsluacoding/Nask-Library	1	The Nask Roblox interface library Github page.
ui	Itz-Capy/minesweeper-gui-4-roblox	1	Full interactible minesweeper gui for roblox. Coded in LuaU. This code was principally made for learning but i felt like it to post it on GitHub. I would be ...
ui	jacksonier/Ro-_menu-Reworked-	1	the OG Ro menu mod for roblox revamped and reworked for newer versions
ui	jan-balatro/GraceBalatro	1	A small mod that contains Jokers and Consumables themed after the Roblox game "Grace". Made with Joker Forge.
ui	Jermartyno/Vanilla-Icons-Installer	1	Install Vanilla Roblox Studio Icons in one click! App by Jermartynojm, Icons by Elttob.
ui	jgamestaken/uniUI	1	A simple-to-use UI library for Roblox.
ui	jimbonlemu/word-hunts	1	Fast offline CLI tool for instant English word-prefix search. Optimized with binary-search indexing, configurable UI, and perfect for word games like Last Le...
ui	Joystickplays/Glider	1	Roblox UI library. I have a problem.
ui	julionabor/lendasdoroblox	1	Legends players about Roblox game.
ui	kasurarykerion/HTMLToRoblox	1	HTML to Roblox is a Roblox module that allows you to place HTML code into the module, and have it convert the contents of that HTML into a Roblox Gui.
ui	kena006/RBX2017	1	An unofficial roblox website extension that brings back the 2017 layout and theme.
ui	Kenzau/Roblox-Searchers	1	Search for a user's game on Roblox! Blazingly fast Roblox server searcher. Join anyone's server with an easy to use GUI!
ui	Khai-08/Roblox-Game-Watcher	1	Monitors the updates of Roblox games and sends notifications to a specified Discord channel
ui	kismile36/VeloraUI	1	A modern, feature-complete Roblox UI library in one file.
ui	Klasztyn/RS-Icons	1	File icons that match the style of Roblox Studio with Vanilla 3 icons which works with Luau and RobloxTS
ui	koala8147-cpu/-e.g.-roblox-adopt-me-inventory-.	1	Makes pets for adopt me inventory
ui	ktrodev/Arcylic	1	AcrylicUI - Modern Roblox UI Library with mobile support, glassmorphism, and 14+ components
ui	L3G5ND/Vision	1	An easy to use UI library for Roblox Lua, similar to Roact.
ui	lenkat101/A-Chat	1	A-Chat, also known as All-Chat, a relatively new Roblox Custom Chat to get around the new chatting segregation imposed by Roblox Corporation.
ui	lobzik645/rbx-asset-proxy	1	Lightweight Windows tray proxy & DNS fix for Roblox blocked assets, textures and icons with 0 ping impact.
ui	LockpickInteractive/studio-icons	1	A repository holding Roblox Studio Icons, updated Daily
ui	lozanobrian669/nebula-ui	1	Premium user interface library for Roblox. Futuristic dark design, fully responsive on mobile devices and PCs, with support for real-time dynamic themes and ...
ui	LuciooF/roblox-farming-game	1	A Roblox farming game built with Lua, React-lua, Rodux, and Rojo
ui	Lynxmountain/HecticTopBar	1	This is a Module for Roblox Studio which allows the user to easily create a TopBarGUI. This Idea is Based Off of ForeverHD's TopBarPlus Module But it is desi...
ui	maia-script/MAIA-UI	1	Script of fish on roblox
ui	master3395/RobloxChatBeta	1	An external program that uses the ROBLOX chat system.
ui	matas3535/Roblox-UGC-Remover	1	Tool that allows you to permanently remove a UGC item from your roblox inventory, Made as all the old ones seem to be outdated and no longer work.
ui	meisticc/Roxo-Bot	1	This Is Roxo-Bot, We wanted to make a script for Roblox that uses Roblox Chat as a bot say someone enters the command !follow the person who entered that com...
ui	memothelemo/roact-vscode-snippets	1	Snippets for ROBLOX Roact (supported with Luau and TypeScript)
ui	mensch-dev/VirtualScroller	1	VirtualScroller is a lightweight, efficient virtual scroller for Roblox UI
ui	MiroKeimioniemi/vital-app	1	Vital is an app that integrates exercise into already existing popular videogame platforms to encourage the youth to embrace a more physical lifestyle with t...
ui	mirsdemo/commune	1	🔍 Efficient Roblox community scanning made into a simple terminal interface.
ui	MistedWafflez/LegacyTopbar	1	My Roblox Topbar System from 2022
ui	mobius-development/maple	1	🍁 A smart, incrementally-adoptable UI library for creating stylish applications.
ui	moonelarax/roblox-chat-park	1	A beginner-friendly Roblox park for chatting
ui	moonnomi/tds-modifier-tracker	1	A cyberpunk-themed HTML-based GUI to track the current and future modifier trials in the Roblox experience Tower Defense Simulator.
ui	NATACHIYENSE/RadialMenu	1	name says it all; a custom radial menu GUI for Roblox
ui	NestorSnIbz/skinbridge-creator-tools	1	Convert Minecraft skins (64×64) into editable 3D models, Blockbench projects (.bbmodel), OBJ/FBX files, and Roblox clothing templates.
ui	Nibbl-z/Yan	1	A simple UI library for Love2D, based on Roblox's UI system and inspired by Fusion
ui	nonmex9-design/ShitUI-Open-Source-	1	ShitUI is a UI Library for Roblox that is inspired by WindUI. (WindUI but shittier)
ui	Noob-97/robloxrandomizer	1	A random roblox game searcher with an included GUI.
ui	NotKisoMomo/Sleek	1	A fluent, theme-aware UI library for Roblox Studio that simplifies building polished interfaces with a chainable API, scoped context parenting, and a built-i...
ui	Nubek1324/Roblox-Super-Safe-Chat-Recreated	1	This package brings back the old super safe chat system. This is really usefull after the 2026 age check update. Credits to Maximum_ADHD for most of ui and b...
ui	Ordanty/robloxMiniAutomationModules	1	lists of scripts for the basic Roblox automation like farming cooldowns, tracking inventory and more
ui	Ornzora/Xclusive-UI	1	A reimagined customizable UI library for Roblox interfaces.
ui	PanviPro/FlowNotifications	1	Beautiful Open-Source Roblox Notification System
ui	PanviPro/FlowUi	1	Roblox Interface System Inspired By Liquid Glass
ui	PanviPro/QuickPause	1	Free and Open-Source Roblox Pause Menu
ui	Pedr1ch/Roblox-Dexer	1	An UI Dexer made for roblox studio lua-u API.
ui	Player788/Exec-Panel	1	A small configurable UI Library for Roblox
ui	Podaxa/roglass	1	adds a glass like theme to roblox
ui	PogoDigitalism/FlyRichText	1	Easy-to-apply chat to rich text formatting in Roblox
ui	ProgressTeamOpenSource/FREEDUROV-btn-on-roblox-studio	1	This script gives that when you click on the FREE-btn button in the chat, you write that the player wrote #FREEDUROV
ui	PTBStudios/Enhanced-GUI-Service	1	A private GUI module that offers more functionality to ROBLOX's UI engine.
ui	pulkitz/Mini_Bloxfruit	1	This is a text-based game , with a centralized theme of a very popular roblox game called BLOX FRUIT.
